transaction_id,amount,transaction_time,location,device_type,transaction_type,account_age_days,num_prev_transactions,is_foreign_transaction,fraud
57,1450.82,2025-01-07 05:01:50,other_domestic,android,p2p,290,7,0,0
58,5978.67,2025-01-04 11:40:44,work_city,android,merchant,23,2,0,0
59,904.46,2025-01-02 13:35:14,home_city,ios,p2p,583,0,0,0
60,3923.04,2025-01-15 06:15:39,home_city,android,merchant,1421,155,0,1
61,470.46,2025-02-20 11:18:35,home_city,web,p2p,1362,111,0,0
62,1383.11,2025-01-19 04:05:21,home_city,android,bill_payment,579,63,0,0
63,2059.47,2025-02-17 11:35:16,home_city,android,p2p,1251,34,0,0
64,2889.9,2025-01-26 00:27:13,international,android,p2p,1717,188,1,1
65,3193.85,2025-01-07 10:32:11,international,ios,p2p,13,1,1,0
66,3410.72,2025-01-29 08:45:35,home_city,android,p2p,1571,86,0,0
67,1367.88,2025-01-14 08:24:49,international,web,p2p,1096,60,1,1
68,1249.03,2025-01-18 02:38:29,other_domestic,ios,merchant,1608,44,0,0
69,3591.7,2025-02-01 23:58:11,work_city,android,merchant,90,2,0,0
70,1551.47,2025-02-17 00:38:53,international,android,p2p,460,37,1,1
71,651.61,2025-02-05 03:30:23,other_domestic,android,bill_payment,699,57,0,0
72,730.24,2025-01-14 02:28:17,work_city,android,p2p,1453,79,0,0
73,866.48,2025-02-13 23:27:54,home_city,web,merchant,1236,33,0,0
74,2691.16,2025-02-11 07:38:40,home_city,ios,p2p,607,49,0,0
75,2026.25,2025-01-15 10:20:34,international,android,p2p,442,0,1,1
76,3141.29,2025-02-21 18:01:14,home_city,android,merchant,816,89,0,0
77,1284.59,2025-02-20 01:12:39,home_city,android,p2p,303,41,0,0
78,2052.54,2025-02-06 01:36:27,home_city,ios,p2p,1650,0,0,0
79,2982.37,2025-01-18 04:22:49,work_city,android,merchant,1516,83,0,0
80,1411.66,2025-01-22 16:17:17,home_city,ios,merchant,1315,72,0,0
81,2605.61,2025-01-27 23:29:01,international,android,bill_payment,874,47,1,0
82,1064.71,2025-01-12 14:53:34,home_city,web,merchant,1169,32,0,0
83,1352.29,2025-01-19 20:55:55,other_domestic,android,p2p,463,12,0,0
84,1332.23,2025-01-09 21:10:03,work_city,android,merchant,236,12,0,0
85,694.59,2025-01-10 06:37:58,work_city,web,bill_payment,425,11,0,0
86,2669.32,2025-02-14 04:24:56,home_city,ios,p2p,982,26,0,0
87,1242.0,2025-01-08 03:50:36,home_city,android,p2p,1750,287,0,0
88,1826.2,2025-01-29 19:03:44,other_domestic,ios,merchant,226,24,0,1
89,2656.06,2025-01-26 16:03:58,other_domestic,android,merchant,557,15,0,1
90,2584.34,2025-01-03 20:45:24,home_city,android,p2p,137,7,0,0
91,3078.84,2025-02-19 12:10:19,international,android,merchant,805,0,1,1
92,1671.06,2025-03-01 23:26:08,other_domestic,android,p2p,1727,94,0,0
93,1288.66,2025-02-08 21:27:28,home_city,ios,p2p,94,5,0,0
94,1696.34,2025-02-10 19:24:18,work_city,android,merchant,1081,59,0,0
95,468.78,2025-01-14 19:16:32,other_domestic,android,p2p,283,7,0,0
96,568.11,2025-02-20 02:58:13,other_domestic,ios,p2p,12,2,0,0
97,627.56,2025-02-17 17:52:29,home_city,android,merchant,982,107,0,0
98,814.2,2025-01-27 22:43:51,home_city,android,p2p,856,70,0,0
99,2489.46,2025-02-12 07:00:42,home_city,android,bill_payment,1643,90,0,0
100,876.22,2025-02-27 19:33:35,home_city,ios,upi_autopay,524,28,0,0
101,1336.05,2025-02-06 08:24:00,home_city,android,merchant,1158,63,0,0
102,5112.19,2025-01-12 05:05:44,work_city,web,merchant,281,23,0,1
103,1359.66,2025-01-20 17:31:59,work_city,ios,bill_payment,1056,86,0,0
104,3261.73,2025-01-12 03:57:53,home_city,ios,merchant,1495,245,0,0
105,856.72,2025-01-20 11:33:01,work_city,ios,merchant,704,38,0,0
106,1534.02,2025-02-23 22:28:26,home_city,android,p2p,281,38,0,0
107,845.55,2025-01-12 03:45:54,home_city,web,bill_payment,922,50,0,0
108,1378.53,2025-02-23 03:44:12,other_domestic,android,p2p,304,0,0,0
109,3541.29,2025-01-18 22:37:47,other_domestic,android,p2p,1179,161,0,0
110,454.02,2025-01-30 18:39:01,home_city,android,merchant,425,34,0,0
111,2559.43,2025-02-01 11:04:43,other_domestic,ios,p2p,1205,33,0,0
112,2186.79,2025-01-08 09:43:34,other_domestic,android,p2p,1300,142,0,0
113,1124.03,2025-01-12 23:08:09,work_city,ios,merchant,1823,99,0,0
114,568.59,2025-01-19 17:22:16,international,web,p2p,348,9,1,0
115,1915.44,2025-01-04 21:47:50,home_city,android,bill_payment,1700,93,0,0
116,1183.71,2025-02-15 02:12:15,home_city,android,upi_autopay,587,32,0,1
117,2177.95,2025-02-02 12:43:53,other_domestic,android,merchant,282,15,0,0
118,1839.93,2025-02-20 17:24:05,work_city,android,p2p,1646,225,0,0
119,6512.14,2025-02-21 00:51:30,home_city,ios,merchant,1041,114,0,0
120,1492.96,2025-01-21 12:17:09,home_city,android,p2p,1031,0,0,0
121,797.28,2025-02-19 01:20:07,home_city,android,merchant,551,30,0,0
122,2086.87,2025-01-04 21:36:32,home_city,android,p2p,316,8,0,0
123,2155.97,2025-01-26 16:20:34,home_city,android,p2p,113,6,0,0
124,5363.38,2025-02-09 04:31:17,international,android,p2p,1569,42,1,1
125,3526.6,2025-01-28 12:30:53,home_city,android,upi_autopay,38,3,0,0
126,2405.46,2025-02-14 02:37:28,other_domestic,ios,p2p,935,51,0,0
127,5829.24,2025-02-21 19:17:33,home_city,android,p2p,487,13,0,0
128,698.54,2025-01-26 04:42:33,home_city,android,p2p,1522,41,0,0
129,1083.77,2025-01-17 14:34:28,international,android,merchant,1282,140,1,1
130,861.56,2025-02-04 01:53:08,home_city,ios,bill_payment,144,0,0,0
131,1323.66,2025-02-22 03:47:22,home_city,ios,p2p,234,6,0,0
132,601.03,2025-03-01 23:31:25,other_domestic,android,p2p,296,16,0,0
133,3005.26,2025-02-18 09:15:37,home_city,android,p2p,1302,107,0,0
134,1513.56,2025-01-15 02:56:54,home_city,ios,merchant,168,13,0,0
135,557.44,2025-01-13 16:47:50,international,ios,merchant,428,35,1,1
136,802.34,2025-02-04 04:49:13,home_city,ios,bill_payment,878,24,0,0
137,2323.46,2025-01-25 14:08:45,work_city,ios,bill_payment,338,18,0,0
138,3535.12,2025-02-06 19:25:56,home_city,android,p2p,707,19,0,0
139,8931.9,2025-02-25 16:24:07,home_city,android,bill_payment,555,15,0,0
140,18603.22,2025-02-02 05:55:19,work_city,ios,bill_payment,759,41,0,0
141,2518.77,2025-01-22 05:41:13,work_city,android,merchant,51,0,0,0
142,819.23,2025-02-22 05:20:06,home_city,android,p2p,669,18,0,0
143,328.44,2025-01-27 15:10:00,other_domestic,ios,merchant,979,107,0,0
144,2239.86,2025-02-06 16:08:07,other_domestic,web,merchant,774,42,0,0
145,943.55,2025-01-09 12:30:11,work_city,android,p2p,1718,94,0,0
146,1296.88,2025-01-31 09:34:13,work_city,ios,p2p,696,76,0,0
147,1108.01,2025-01-26 01:29:25,work_city,android,merchant,556,15,0,0
148,1615.45,2025-01-08 20:03:05,other_domestic,ios,merchant,292,8,0,0
149,4241.97,2025-01-13 15:50:38,home_city,ios,p2p,1121,122,0,0
150,2050.09,2025-02-12 15:19:06,other_domestic,ios,bill_payment,1039,56,0,0
151,1592.55,2025-01-11 02:29:21,work_city,web,p2p,96,2,0,0
152,789.56,2025-01-08 06:55:01,international,web,p2p,1586,43,1,0
153,473.55,2025-01-04 07:17:27,international,web,p2p,1785,97,1,1
154,1225.32,2025-01-02 14:21:00,home_city,android,merchant,1814,0,0,0
155,1731.9,2025-01-27 18:53:45,home_city,android,p2p,1420,77,0,0
156,7437.9,2025-01-30 20:47:42,work_city,android,merchant,214,11,0,0
157,2006.65,2025-02-07 12:31:47,work_city,android,p2p,1635,223,0,0
158,3968.69,2025-02-04 08:44:51,other_domestic,ios,p2p,751,41,0,0
159,1212.65,2025-02-02 09:47:40,home_city,android,p2p,1576,129,0,0
160,700.68,2025-03-01 17:40:31,work_city,web,p2p,440,24,0,0
161,835.4,2025-01-15 07:38:02,international,android,p2p,1253,34,1,1
162,1012.14,2025-02-12 09:58:47,international,android,p2p,1035,56,1,0
163,9924.64,2025-01-05 18:52:12,home_city,android,p2p,838,91,0,0
164,937.19,2025-02-20 13:02:01,international,android,merchant,658,36,1,0
165,3536.14,2025-01-22 11:13:30,home_city,android,upi_autopay,98,2,0,0
166,878.01,2025-01-21 17:36:31,work_city,android,merchant,1602,0,0,0
167,3809.52,2025-01-09 06:55:37,home_city,android,p2p,1319,72,0,0
168,2460.11,2025-01-31 01:27:09,work_city,ios,p2p,1706,93,0,0
169,1595.1,2025-01-24 18:55:16,home_city,android,p2p,943,77,0,0
170,1750.03,2025-02-28 10:55:07,home_city,ios,merchant,593,48,0,0
171,1070.81,2025-01-11 07:48:40,home_city,ios,p2p,1123,61,0,0
172,2583.39,2025-01-26 02:17:06,international,android,bill_payment,651,35,1,1
173,1256.41,2025-02-24 22:13:53,work_city,android,p2p,1713,46,0,0
174,678.25,2025-02-18 17:24:00,other_domestic,ios,bill_payment,976,0,0,0
175,650.44,2025-02-15 06:34:40,work_city,ios,merchant,1236,67,0,0
176,2075.73,2025-02-01 14:35:14,home_city,android,p2p,1160,0,0,0
177,6395.01,2025-02-22 11:08:38,home_city,ios,p2p,709,116,0,0
178,2054.92,2025-01-14 07:50:46,home_city,android,p2p,1373,0,0,0
179,1644.33,2025-02-18 07:28:43,work_city,android,merchant,897,73,0,0
180,2272.56,2025-02-04 01:49:50,international,android,bill_payment,183,5,1,0
181,5139.96,2025-01-21 23:23:40,home_city,ios,p2p,746,61,0,1
182,2154.91,2025-01-14 22:13:09,work_city,android,p2p,94,5,0,0
183,1301.48,2025-02-01 20:53:33,other_domestic,android,p2p,1341,36,0,0
184,4380.99,2025-01-01 07:33:36,international,android,p2p,1238,0,1,0
185,2547.85,2025-02-12 23:55:29,home_city,android,bill_payment,1635,44,0,0
186,6177.1,2025-01-15 06:36:32,international,android,p2p,874,23,1,1
187,2093.49,2025-01-24 19:47:12,work_city,android,p2p,1809,49,0,0
188,678.87,2025-01-12 02:25:26,work_city,ios,merchant,1228,100,0,0
189,605.15,2025-01-28 07:27:03,other_domestic,ios,p2p,705,19,0,0
190,6773.29,2025-01-23 13:51:23,home_city,android,p2p,551,15,0,0
191,7179.12,2025-01-12 23:13:36,other_domestic,android,p2p,1729,189,0,1
192,1566.16,2025-02-23 06:22:32,work_city,android,merchant,315,8,0,0
193,1330.69,2025-02-15 10:22:38,other_domestic,ios,upi_autopay,31,4,0,0
194,5820.58,2025-01-24 20:13:42,other_domestic,android,bill_payment,203,16,0,0
195,745.73,2025-01-04 11:20:05,work_city,ios,merchant,1258,34,0,0
196,883.79,2025-02-20 16:23:11,home_city,android,merchant,1435,39,0,0
197,3024.99,2025-02-11 10:02:23,home_city,android,merchant,929,25,0,0
198,1318.59,2025-02-03 00:05:38,other_domestic,android,p2p,736,40,0,0
199,1800.65,2025-02-06 06:47:39,work_city,ios,p2p,335,18,0,0
200,1586.44,2025-01-01 13:34:34,other_domestic,android,p2p,152,8,0,0
201,2368.61,2025-01-29 00:28:01,home_city,android,p2p,1360,186,0,0
202,5574.65,2025-01-12 05:33:50,work_city,android,upi_autopay,451,12,0,0
203,1943.93,2025-02-09 22:52:28,other_domestic,web,merchant,1797,147,0,0
204,3026.47,2025-02-25 00:22:07,other_domestic,android,bill_payment,1572,86,0,0
205,350.68,2025-02-01 05:56:13,home_city,ios,p2p,1406,77,0,0
206,1738.93,2025-02-06 14:51:53,home_city,web,p2p,879,96,0,0
207,920.96,2025-02-10 13:30:49,other_domestic,android,upi_autopay,654,89,0,0
208,681.95,2025-02-25 04:55:04,other_domestic,android,p2p,1557,170,0,0
209,895.59,2025-01-03 01:25:48,home_city,android,merchant,88,2,0,1
210,1383.96,2025-01-19 21:35:28,work_city,ios,p2p,1725,189,0,0
211,3762.06,2025-01-17 13:13:11,home_city,web,bill_payment,1502,41,0,0
212,625.71,2025-02-12 13:45:40,home_city,web,p2p,123,10,0,0
213,1852.9,2025-01-27 01:23:07,home_city,android,bill_payment,401,21,0,0
214,1227.41,2025-02-16 05:01:13,home_city,web,p2p,1721,235,0,0
215,1391.12,2025-01-29 01:44:59,other_domestic,android,p2p,1210,33,0,0
216,4032.76,2025-02-28 23:29:56,home_city,ios,bill_payment,677,55,0,0
217,2780.8,2025-02-16 18:28:26,other_domestic,android,p2p,1520,41,0,0
218,5270.7,2025-01-02 13:06:52,work_city,android,p2p,1274,34,0,0
219,1597.82,2025-03-01 16:20:26,home_city,ios,merchant,1686,92,0,0
220,1036.13,2025-02-27 03:58:16,home_city,android,p2p,736,60,0,0
221,1511.58,2025-01-03 23:43:03,home_city,web,p2p,1074,117,0,0
222,2195.13,2025-01-24 12:24:49,work_city,android,p2p,1122,30,0,0
223,2082.36,2025-02-28 12:23:55,international,ios,merchant,78,2,1,0
224,759.37,2025-02-20 23:01:27,other_domestic,android,p2p,1222,66,0,0
225,1943.78,2025-01-29 02:18:09,other_domestic,android,bill_payment,1309,0,0,0
226,2170.22,2025-02-02 10:10:51,other_domestic,android,merchant,243,6,0,0
227,13547.8,2025-01-02 02:07:07,other_domestic,ios,p2p,1481,40,0,0
228,8115.05,2025-02-03 10:12:29,work_city,ios,merchant,787,43,0,1
229,913.61,2025-02-09 06:24:44,other_domestic,android,merchant,779,85,0,0
230,1436.68,2025-01-22 11:04:01,home_city,android,merchant,377,20,0,0
231,560.73,2025-01-19 16:50:52,home_city,android,p2p,1555,127,0,0
232,1127.14,2025-02-19 06:43:20,other_domestic,ios,merchant,218,5,0,0
233,2327.35,2025-01-27 01:13:43,other_domestic,ios,p2p,1786,97,0,0
234,4744.22,2025-01-16 03:52:58,home_city,ios,p2p,1080,147,0,0
235,1009.02,2025-01-23 17:10:43,international,android,p2p,431,11,1,1
236,1071.36,2025-01-30 13:53:39,home_city,android,bill_payment,1241,34,0,0
237,324.46,2025-01-16 23:29:15,other_domestic,android,p2p,1307,71,0,0
238,1587.42,2025-02-03 21:27:38,international,web,merchant,470,38,1,0
239,772.84,2025-02-21 03:52:00,home_city,android,p2p,1600,43,0,0
240,1183.76,2025-02-14 17:39:27,international,android,p2p,14,0,1,0
241,896.51,2025-01-14 02:10:02,other_domestic,ios,p2p,232,12,0,0
242,1676.71,2025-01-29 02:18:30,other_domestic,android,p2p,1771,145,0,0
243,443.11,2025-02-02 19:02:08,international,android,merchant,1387,38,1,0
244,559.12,2025-02-10 09:37:13,work_city,android,merchant,867,0,0,0
245,9930.81,2025-02-15 23:56:39,work_city,ios,p2p,577,31,0,0
246,645.52,2025-01-30 00:07:37,work_city,ios,p2p,1189,32,0,0
247,751.88,2025-01-19 12:03:45,home_city,android,p2p,1260,103,0,0
248,7859.91,2025-02-09 07:23:26,home_city,android,merchant,138,11,0,0
249,18472.78,2025-01-08 23:38:59,home_city,android,p2p,791,0,0,0
250,708.21,2025-02-10 16:03:54,home_city,ios,bill_payment,1132,93,0,0
251,1346.68,2025-02-23 18:31:30,other_domestic,android,p2p,1074,0,0,0
252,2376.17,2025-02-12 06:57:56,international,android,p2p,1391,114,1,1
253,7208.08,2025-01-27 21:28:02,international,android,merchant,1664,91,1,0
254,820.99,2025-02-19 20:10:24,home_city,web,merchant,87,2,0,0
255,1485.9,2025-02-01 18:49:00,work_city,android,p2p,972,53,0,0
256,3367.31,2025-02-02 11:27:25,work_city,android,p2p,955,26,0,0
257,2560.13,2025-02-21 22:07:36,home_city,android,p2p,380,20,0,0
258,1338.19,2025-01-12 16:03:36,work_city,ios,p2p,260,0,0,0
259,1624.48,2025-02-16 01:34:37,home_city,ios,merchant,1649,45,0,0
260,601.9,2025-02-10 21:12:45,international,web,merchant,268,14,1,0
261,1494.37,2025-02-01 00:30:08,home_city,android,p2p,807,22,0,0
262,1461.02,2025-01-05 16:23:14,other_domestic,android,p2p,1122,153,0,0
263,2177.07,2025-02-15 05:59:53,other_domestic,android,merchant,871,23,0,0
264,1159.49,2025-01-14 21:32:08,other_domestic,ios,merchant,1130,61,0,0
265,2636.56,2025-02-23 17:30:53,home_city,ios,merchant,53,1,0,0
266,4065.01,2025-02-17 19:23:36,home_city,android,merchant,1011,55,0,0
267,2047.44,2025-01-22 16:47:44,international,android,p2p,1475,202,1,0
268,2395.64,2025-01-27 13:36:34,home_city,android,merchant,931,25,0,0
269,1886.59,2025-01-02 20:43:47,home_city,ios,p2p,1810,49,0,0
270,1808.16,2025-01-30 07:08:00,international,android,merchant,858,47,1,0
271,1015.11,2025-01-04 12:40:51,other_domestic,android,p2p,562,30,0,0
272,2329.0,2025-03-01 07:09:19,other_domestic,android,merchant,878,24,0,0
273,1672.66,2025-02-08 02:43:41,home_city,android,p2p,548,0,0,0
274,9648.28,2025-01-15 21:00:28,work_city,android,p2p,611,0,0,0
275,6365.73,2025-02-18 11:55:42,other_domestic,ios,p2p,826,67,0,0
276,2461.87,2025-01-02 01:17:35,home_city,ios,merchant,470,25,0,1
277,981.96,2025-02-02 19:48:15,home_city,android,merchant,64,0,0,0
278,742.54,2025-01-07 22:35:40,home_city,android,p2p,485,13,0,0
279,4688.72,2025-01-04 15:52:50,work_city,ios,p2p,57,1,0,0
280,2230.99,2025-01-15 07:50:57,home_city,ios,p2p,1657,136,0,0
281,2654.77,2025-01-18 20:37:35,other_domestic,ios,merchant,1584,86,0,0
282,447.79,2025-02-13 17:43:58,home_city,ios,merchant,487,26,0,0
283,3796.94,2025-02-23 06:50:07,home_city,ios,merchant,1635,44,0,0
284,2600.7,2025-02-16 07:55:14,international,ios,merchant,684,0,1,1
285,743.71,2025-02-14 23:42:25,international,android,bill_payment,680,55,1,1
286,1239.89,2025-02-03 22:52:45,work_city,android,p2p,920,100,0,0
287,2232.72,2025-01-23 16:14:05,international,android,bill_payment,1665,0,1,0
288,1885.55,2025-01-16 00:52:31,home_city,ios,p2p,1355,111,0,0
289,1431.19,2025-02-26 05:30:38,work_city,ios,merchant,1159,0,0,0
290,1664.38,2025-02-01 08:28:46,home_city,web,merchant,1418,0,0,0
291,1477.96,2025-02-03 12:51:44,work_city,android,bill_payment,1598,43,0,0
292,2042.75,2025-01-01 20:49:08,other_domestic,android,p2p,1317,0,0,0
293,5867.56,2025-01-28 20:21:28,other_domestic,ios,merchant,855,70,0,0
294,231.99,2025-02-10 06:34:38,home_city,ios,merchant,553,15,0,0
295,1495.95,2025-01-30 02:36:36,home_city,ios,upi_autopay,851,69,0,0
296,2082.26,2025-02-06 06:36:53,international,android,p2p,298,32,1,1
297,2291.12,2025-02-18 05:38:51,work_city,web,merchant,1107,90,0,0
298,1342.74,2025-01-02 21:34:12,home_city,web,p2p,1491,81,0,0
299,443.47,2025-02-24 00:20:30,home_city,web,bill_payment,52,1,0,0
300,2350.53,2025-02-19 19:56:02,home_city,ios,merchant,1596,43,0,0
301,7200.32,2025-01-26 15:45:49,home_city,ios,merchant,1165,95,0,0
302,530.02,2025-02-15 02:32:18,home_city,android,p2p,1666,45,0,0
303,3608.55,2025-01-04 16:26:30,work_city,android,merchant,1292,0,0,1
304,1390.17,2025-01-19 13:55:27,work_city,android,merchant,1566,85,0,0
305,1721.48,2025-01-07 00:05:23,work_city,android,p2p,1371,0,0,0
306,778.74,2025-02-08 05:21:41,home_city,web,bill_payment,660,54,0,0
307,1383.59,2025-02-21 08:21:09,home_city,ios,merchant,985,53,0,0
308,5115.53,2025-02-06 05:09:47,home_city,android,p2p,280,7,0,0
309,2881.67,2025-02-12 13:53:29,other_domestic,ios,merchant,1529,167,0,0
310,7228.95,2025-01-09 14:46:10,other_domestic,android,p2p,1223,67,0,0
311,4637.49,2025-02-26 04:04:21,home_city,android,merchant,1066,29,0,0
312,2568.99,2025-01-12 02:58:22,work_city,ios,p2p,1185,97,0,0
313,7296.48,2025-02-01 15:43:40,work_city,android,merchant,1277,0,0,0
314,2568.8,2025-02-10 11:16:28,work_city,ios,p2p,453,24,0,0
315,3506.56,2025-02-21 06:21:42,work_city,ios,merchant,1118,61,0,0
316,1426.16,2025-02-26 06:08:22,international,android,merchant,1132,124,1,0
317,1906.9,2025-02-05 00:56:27,home_city,android,merchant,1258,34,0,0
318,1034.9,2025-02-04 20:29:38,work_city,android,p2p,1821,149,0,0
319,3990.48,2025-01-26 20:12:07,work_city,web,merchant,615,33,0,0
320,704.41,2025-02-04 13:18:28,work_city,android,merchant,308,16,0,0
321,3380.84,2025-02-10 08:23:09,home_city,ios,p2p,1810,0,0,0
322,1552.28,2025-02-08 05:09:45,work_city,ios,p2p,691,56,0,0
323,4614.68,2025-02-05 07:22:43,home_city,android,p2p,520,42,0,0
324,3296.76,2025-01-27 22:14:06,other_domestic,android,bill_payment,714,19,0,0
325,7758.29,2025-01-12 02:07:58,work_city,android,p2p,1440,157,0,0
326,3244.19,2025-01-04 19:44:58,home_city,android,merchant,390,10,0,0
327,514.07,2025-01-26 07:18:28,international,android,merchant,37,2,1,0
328,1713.75,2025-01-24 06:22:01,other_domestic,ios,p2p,1438,118,0,0
329,707.96,2025-02-06 19:26:04,work_city,ios,p2p,938,77,0,0
330,1194.37,2025-02-24 23:03:54,international,android,p2p,1291,35,1,0
331,6057.08,2025-02-12 23:47:49,other_domestic,android,p2p,485,66,0,0
332,3011.0,2025-02-18 06:25:32,home_city,android,p2p,396,75,0,0
333,1033.65,2025-02-04 14:11:11,work_city,ios,bill_payment,843,23,0,0
334,803.54,2025-02-25 07:01:24,work_city,web,upi_autopay,1565,85,0,0
335,1856.09,2025-02-26 04:38:36,work_city,ios,p2p,1343,110,0,0
336,683.18,2025-01-10 09:15:47,international,android,p2p,777,42,1,1
337,1056.89,2025-02-08 01:29:54,work_city,web,merchant,300,16,0,0
338,2320.66,2025-01-31 03:57:19,home_city,ios,upi_autopay,1005,0,0,0
339,4556.22,2025-02-28 14:17:34,work_city,android,bill_payment,101,5,0,0
340,2942.48,2025-02-05 16:29:18,other_domestic,android,bill_payment,1250,34,0,0
341,289.16,2025-01-01 06:29:28,home_city,android,p2p,790,86,0,0
342,2306.52,2025-01-13 13:22:33,home_city,ios,upi_autopay,1595,87,0,0
343,1915.29,2025-01-08 18:20:53,home_city,android,p2p,1766,96,0,0
344,2517.73,2025-01-13 21:28:01,work_city,android,p2p,414,34,0,0
345,6587.75,2025-01-06 13:38:36,home_city,android,merchant,213,5,0,0
346,347.03,2025-02-16 05:46:51,home_city,android,merchant,1081,59,0,0
347,1126.78,2025-01-30 17:06:12,home_city,ios,merchant,90,2,0,0
348,2900.75,2025-02-10 04:05:07,work_city,android,merchant,1225,67,0,0
349,510.16,2025-03-01 03:20:22,home_city,android,bill_payment,1603,43,0,0
350,5888.52,2025-02-08 08:36:25,home_city,ios,p2p,1617,88,0,0
351,2427.67,2025-01-29 07:53:33,work_city,web,p2p,1400,76,0,0
352,3559.11,2025-01-17 03:30:23,home_city,android,merchant,1409,154,0,0
353,1145.1,2025-02-15 01:15:24,home_city,android,p2p,458,37,0,0
354,3466.88,2025-01-31 22:42:27,work_city,android,p2p,1668,0,0,0
355,4250.44,2025-02-15 16:15:21,home_city,android,p2p,1377,113,0,0
